file,emotion,dominant_emotion,region,age,gender,dominant_gender,race,dominant_race
1 (37).jpg,"{'angry': 0.11116964742541313, 'disgust': 9.087115147811062e-13, 'fear': 0.00022124668248579837, 'happy': 0.027746186242438853, 'sad': 0.2991685410961509, 'surprise': 8.210990998236412e-07, 'neutral': 99.56169128417969}",neutral,"{'x': 1351, 'y': 435, 'w': 57, 'h': 57}",22,"{'Woman': 4.279271140694618, 'Man': 95.72073221206665}",Man,"{'asian': 1.3893039793851363, 'indian': 0.5500229869051568, 'black': 0.41704366606734194, 'white': 84.8333230515315, 'middle eastern': 6.744323327799042, 'latino hispanic': 6.065984059332851}",white
0 (20).jpeg,"{'angry': 1.617183425863671e-05, 'disgust': 2.281152659787068e-09, 'fear': 1.161164673338215, 'happy': 98.29489578574275, 'sad': 0.002468802051039721, 'surprise': 0.013455114896527821, 'neutral': 0.5279997212737633}",happy,"{'x': 1647, 'y': 870, 'w': 2178, 'h': 2178}",30,"{'Woman': 99.99973773956299, 'Man': 0.0002580444970590179}",Woman,"{'asian': 68.16678643226624, 'indian': 2.6078209280967712, 'black': 0.28040925972163677, 'white': 6.634730845689774, 'middle eastern': 2.0558318123221397, 'latino hispanic': 20.25441825389862}",asian
1 (20).jpeg,"{'angry': 12.777335941791534, 'disgust': 8.814981633520347e-07, 'fear': 0.07865479565225542, 'happy': 0.05380239454098046, 'sad': 13.987098634243011, 'surprise': 7.114102800187538e-05, 'neutral': 73.10304045677185}",neutral,"{'x': 160, 'y': 357, 'w': 1795, 'h': 1795}",52,"{'Woman': 0.00027842356757901143, 'Man': 99.99972581863403}",Man,"{'asian': 3.1487473961533397e-05, 'indian': 0.051099155098199844, 'black': 2.8052195233385646e-06, 'white': 41.354623436927795, 'middle eastern': 57.78419375419617, 'latino hispanic': 0.8100550621747971}",middle eastern
1 (8).png,"{'angry': 33.075714111328125, 'disgust': 0.00015121272554097231, 'fear': 2.151757664978504, 'happy': 0.0006045584996172693, 'sad': 41.045695543289185, 'surprise': 0.15561117324978113, 'neutral': 23.57046604156494}",sad,"{'x': 106, 'y': 110, 'w': 165, 'h': 165}",47,"{'Woman': 0.09873929666355252, 'Man': 99.90125894546509}",Man,"{'asian': 0.6965102111703283, 'indian': 7.6279026346148635, 'black': 0.17647724486379296, 'white': 36.471857814303505, 'middle eastern': 35.2962932167228, 'latino hispanic': 19.73095802849281}",white
0 (32).jpeg,"{'angry': 0.5418900866061449, 'disgust': 2.5599581048724174e-10, 'fear': 0.3822802100330591, 'happy': 2.4551871646849577e-06, 'sad': 28.74380052089691, 'surprise': 0.00031770393889019033, 'neutral': 70.33171057701111}",neutral,"{'x': 506, 'y': 840, 'w': 2122, 'h': 2122}",33,"{'Woman': 99.128657579422, 'Man': 0.8713381364941597}",Woman,"{'asian': 79.3190767004307, 'indian': 5.852253829895537, 'black': 0.8206337596455193, 'white': 0.29331648248339115, 'middle eastern': 0.04246658506202905, 'latino hispanic': 13.672242779197031}",asian
0 (2).jpeg,"{'angry': 0.16437151750528917, 'disgust': 0.00024754103035124804, 'fear': 81.60532007249117, 'happy': 0.007926614234273611, 'sad': 17.121167011330545, 'surprise': 0.020769958574583147, 'neutral': 1.0801951113459534}",fear,"{'x': 186, 'y': 858, 'w': 2816, 'h': 2816}",27,"{'Woman': 11.433954536914825, 'Man': 88.56604099273682}",Man,"{'asian': 47.77515802087284, 'indian': 15.359621090843808, 'black': 14.382119701161349, 'white': 2.010407724727121, 'middle eastern': 1.2561196096086036, 'latino hispanic': 19.216578509399714}",asian
0 (15).jpeg,"{'angry': 0.16437151750528917, 'disgust': 0.00024754103035124804, 'fear': 81.60532007249117, 'happy': 0.007926614234273611, 'sad': 17.121167011330545, 'surprise': 0.020769958574583147, 'neutral': 1.0801951113459534}",fear,"{'x': 186, 'y': 858, 'w': 2816, 'h': 2816}",27,"{'Woman': 11.433954536914825, 'Man': 88.56604099273682}",Man,"{'asian': 47.77515802087284, 'indian': 15.359621090843808, 'black': 14.382119701161349, 'white': 2.010407724727121, 'middle eastern': 1.2561196096086036, 'latino hispanic': 19.216578509399714}",asian
0 (4).png,"{'angry': 8.14202678611764e-06, 'disgust': 1.4752545159871927e-11, 'fear': 41.611164808273315, 'happy': 0.0019983301172032952, 'sad': 0.024776053032837808, 'surprise': 0.009908648644341156, 'neutral': 58.352142572402954}",neutral,"{'x': 360, 'y': 519, 'w': 957, 'h': 957}",34,"{'Woman': 43.940162658691406, 'Man': 56.059831380844116}",Man,"{'asian': 52.243125438690186, 'indian': 2.146753668785095, 'black': 0.8455382660031319, 'white': 27.214401960372925, 'middle eastern': 4.569513723254204, 'latino hispanic': 12.980665266513824}",asian
1 (9).png,"{'angry': 6.918846815824509, 'disgust': 2.444203914819809e-05, 'fear': 0.48772632144391537, 'happy': 0.149097281973809, 'sad': 10.086137801408768, 'surprise': 0.02871252945624292, 'neutral': 82.32945203781128}",neutral,"{'x': 68, 'y': 128, 'w': 256, 'h': 256}",24,"{'Woman': 0.0009724228220875375, 'Man': 99.99902248382568}",Man,"{'asian': 2.168354662490657e-08, 'indian': 0.011252132389927283, 'black': 3.7338399039299475e-08, 'white': 12.894530594348907, 'middle eastern': 86.78894639015198, 'latino hispanic': 0.30527354683727026}",middle eastern
0 (28).png,"{'angry': 0.024481210865634484, 'disgust': 4.649147754774362e-06, 'fear': 1.3200549119776381, 'happy': 98.5783694479906, 'sad': 0.010246460936308838, 'surprise': 0.001373505328982074, 'neutral': 0.0654740860971464}",happy,"{'x': 55, 'y': 69, 'w': 1227, 'h': 1227}",34,"{'Woman': 34.26116704940796, 'Man': 65.73883295059204}",Man,"{'asian': 29.288541036161245, 'indian': 10.552789154815027, 'black': 1.3513096482342273, 'white': 16.78312073845391, 'middle eastern': 8.985420852030567, 'latino hispanic': 33.03882080547934}",latino hispanic
0 (11).png,"{'angry': 0.10576474014669657, 'disgust': 0.010738107084762305, 'fear': 33.59799683094025, 'happy': 0.3796756034716964, 'sad': 58.00979137420654, 'surprise': 0.06825416348874569, 'neutral': 7.82778263092041}",sad,"{'x': 60, 'y': 133, 'w': 657, 'h': 657}",39,"{'Woman': 0.1587271923199296, 'Man': 99.84127283096313}",Man,"{'asian': 3.002939946599013, 'indian': 17.067542127663835, 'black': 2.375348187941529, 'white': 21.199577009728312, 'middle eastern': 36.075295677745856, 'latino hispanic': 20.2792933250316}",middle eastern
1 (11).jpg,"{'angry': 0.004362300023785792, 'disgust': 5.695656446480513e-09, 'fear': 0.009072785178432241, 'happy': 1.6543248193556792e-05, 'sad': 5.78690767288208, 'surprise': 4.2862682292366117e-07, 'neutral': 94.19963955879211}",neutral,"{'x': 254, 'y': 96, 'w': 646, 'h': 646}",32,"{'Woman': 0.26572910137474537, 'Man': 99.73427653312683}",Man,"{'asian': 2.473270706832409, 'indian': 6.0363322496414185, 'black': 0.7025553844869137, 'white': 37.17280030250549, 'middle eastern': 25.811052322387695, 'latino hispanic': 27.803990244865417}",white
0 (5).jpg,"{'angry': 2.7444154477816287, 'disgust': 4.613045506338687e-09, 'fear': 1.0860829250713677, 'happy': 2.9116820064573336e-09, 'sad': 1.3539207416569303, 'surprise': 0.07918454577622762, 'neutral': 94.73639193339444}",neutral,"{'x': 315, 'y': 196, 'w': 372, 'h': 372}",29,"{'Woman': 99.18137788772583, 'Man': 0.8186268620193005}",Woman,"{'asian': 99.99995827674617, 'indian': 3.379389485391284e-05, 'black': 3.392921115534835e-12, 'white': 7.530229333725501e-07, 'middle eastern': 2.220854925842609e-11, 'latino hispanic': 8.15533431656876e-06}",asian
1 (2).jpg,"{'angry': 0.7512220181524754, 'disgust': 9.27260560001919e-09, 'fear': 0.4284150432795286, 'happy': 0.00025764466045075096, 'sad': 10.024335235357285, 'surprise': 2.1766535951428523e-05, 'neutral': 88.79574537277222}",neutral,"{'x': 77, 'y': 188, 'w': 526, 'h': 526}",49,"{'Woman': 0.0031153093004832044, 'Man': 99.99688863754272}",Man,"{'asian': 1.4181878417730331, 'indian': 2.4790652096271515, 'black': 0.8495091460645199, 'white': 68.99660229682922, 'middle eastern': 14.622238278388977, 'latino hispanic': 11.634399741888046}",white
1 (7).jpeg,"{'angry': 12.777335941791534, 'disgust': 8.814981633520347e-07, 'fear': 0.07865479565225542, 'happy': 0.05380239454098046, 'sad': 13.987098634243011, 'surprise': 7.114102800187538e-05, 'neutral': 73.10304045677185}",neutral,"{'x': 160, 'y': 357, 'w': 1795, 'h': 1795}",52,"{'Woman': 0.00027842356757901143, 'Man': 99.99972581863403}",Man,"{'asian': 3.1487473961533397e-05, 'indian': 0.051099155098199844, 'black': 2.8052195233385646e-06, 'white': 41.354623436927795, 'middle eastern': 57.78419375419617, 'latino hispanic': 0.8100550621747971}",middle eastern
0 (12).jpg,"{'angry': 3.8426255810144214e-14, 'disgust': 2.7429197959863586e-17, 'fear': 99.81890320777893, 'happy': 4.146711585217844e-08, 'sad': 1.0586848731009013e-05, 'surprise': 4.654744200759814e-13, 'neutral': 0.18108977237716317}",fear,"{'x': 149, 'y': 167, 'w': 943, 'h': 943}",24,"{'Woman': 6.035975739359856, 'Man': 93.964022397995}",Man,"{'asian': 2.942871116101742, 'indian': 2.945522794561839e-05, 'black': 1.3377659868751834e-06, 'white': 96.98370099067688, 'middle eastern': 0.0031751860660733655, 'latino hispanic': 0.0702190154697746}",white
1 (12).jpeg,"{'angry': 0.10554380620866344, 'disgust': 4.346995335352466e-11, 'fear': 0.880535959537511, 'happy': 0.00048711334434581636, 'sad': 0.11114596694085396, 'surprise': 0.005510736516677519, 'neutral': 98.89677180090287}",neutral,"{'x': 961, 'y': 559, 'w': 2575, 'h': 2575}",31,"{'Woman': 2.288539335131645, 'Man': 97.71146178245544}",Man,"{'asian': 3.67235504090786, 'indian': 9.083378314971924, 'black': 1.0742024518549442, 'white': 40.991219878196716, 'middle eastern': 27.124282717704773, 'latino hispanic': 18.05456131696701}",white
0 (18).jpeg,"{'angry': 0.19369913497939706, 'disgust': 0.0005429932116385316, 'fear': 70.1541543006897, 'happy': 0.00221022819459904, 'sad': 29.1804701089859, 'surprise': 0.011784179514506832, 'neutral': 0.45714350417256355}",fear,"{'x': 194, 'y': 847, 'w': 2806, 'h': 2806}",26,"{'Woman': 6.155546382069588, 'Man': 93.84444952011108}",Man,"{'asian': 54.90107267505363, 'indian': 13.860467902449841, 'black': 10.796096074348455, 'white': 1.8173274736003562, 'middle eastern': 0.8586710830730845, 'latino hispanic': 17.76636199750674}",asian
0 (9).jpg,"{'angry': 7.052668718727187e-06, 'disgust': 2.379260843340474e-13, 'fear': 2.28450564543689e-06, 'happy': 95.08954941158898, 'sad': 2.3942180848144262e-05, 'surprise': 0.0019752423587315513, 'neutral': 4.908437814302705}",happy,"{'x': 172, 'y': 6, 'w': 326, 'h': 326}",39,"{'Woman': 47.16193377971649, 'Man': 52.83806920051575}",Man,"{'asian': 9.549029300615075e-06, 'indian': 5.971152461370366e-06, 'black': 1.7052335932188356e-08, 'white': 99.7681975364685, 'middle eastern': 0.10333809768781066, 'latino hispanic': 0.12844596058130264}",white
1 (32).jpg,"{'angry': 0.03406258968636928, 'disgust': 7.694687124254884e-07, 'fear': 0.011016604477830871, 'happy': 14.817562092397338, 'sad': 5.60456026223661, 'surprise': 0.00042671670413738495, 'neutral': 79.53237173154186}",neutral,"{'x': 0, 'y': 0, 'w': 700, 'h': 1000}",28,"{'Woman': 0.26131358463317156, 'Man': 99.73868727684021}",Man,"{'asian': 0.0013974134162708651, 'indian': 0.003014756293850951, 'black': 4.6710115952919296e-05, 'white': 97.62634634971619, 'middle eastern': 1.8105998635292053, 'latino hispanic': 0.558593962341547}",white
0 (14).jpg,"{'angry': 94.716459197787, 'disgust': 2.3317578148166422e-07, 'fear': 0.0031542158528415623, 'happy': 0.001176801267431845, 'sad': 0.08318819950711426, 'surprise': 0.0014800792969240108, 'neutral': 5.194547336968621}",angry,"{'x': 95, 'y': 125, 'w': 371, 'h': 371}",52,"{'Woman': 0.32325966749340296, 'Man': 99.67674016952515}",Man,"{'asian': 0.0017156295143649913, 'indian': 3.103263281900581e-05, 'black': 1.4063256337237817e-06, 'white': 99.90697503089905, 'middle eastern': 0.03371599595993757, 'latino hispanic': 0.05756103782914579}",white
1 (34).png,"{'angry': 0.31248306390099956, 'disgust': 5.150109169139981e-08, 'fear': 98.5020639297886, 'happy': 0.0017082844134090423, 'sad': 1.1426961549882704, 'surprise': 3.3463153256053956e-08, 'neutral': 0.041041975255708366}",fear,"{'x': 0, 'y': 0, 'w': 500, 'h': 719}",28,"{'Woman': 54.91630434989929, 'Man': 45.08369266986847}",Woman,"{'asian': 1.5892584824120093, 'indian': 0.1369443803694475, 'black': 0.0654347978418945, 'white': 93.05279809551227, 'middle eastern': 2.4931922178383004, 'latino hispanic': 2.6623753555044742}",white
0 (19).jpg,"{'angry': 7.864656148548477e-08, 'disgust': 1.0754137623740694e-26, 'fear': 8.113015326216555e-06, 'happy': 2.383024070838646e-13, 'sad': 5.63664585351944, 'surprise': 2.641210724590071e-13, 'neutral': 94.36334371566772}",neutral,"{'x': 23, 'y': 115, 'w': 370, 'h': 370}",22,"{'Woman': 99.57093000411987, 'Man': 0.4290672019124031}",Woman,"{'asian': 3.705035522580147, 'indian': 5.715230852365494, 'black': 0.27368501760065556, 'white': 31.790903210639954, 'middle eastern': 14.234796166419983, 'latino hispanic': 44.28035318851471}",latino hispanic
0 (6).jpeg,"{'angry': 0.8790607156789729, 'disgust': 0.0013314464806696165, 'fear': 73.38673313777048, 'happy': 0.002068996705560283, 'sad': 25.60799870538704, 'surprise': 0.05277415353576264, 'neutral': 0.0700363872873865}",fear,"{'x': 111, 'y': 251, 'w': 2150, 'h': 2150}",31,"{'Woman': 99.99535083770752, 'Man': 0.004643257852876559}",Woman,"{'asian': 1.4807691797614098, 'indian': 0.8947355672717094, 'black': 0.2004183828830719, 'white': 46.62361145019531, 'middle eastern': 9.738176316022873, 'latino hispanic': 41.06229245662689}",white
1 (13).png,"{'angry': 0.0035918829193157206, 'disgust': 3.6044497314784665e-08, 'fear': 0.0327423816505004, 'happy': 6.89182471584229, 'sad': 0.0513500215359045, 'surprise': 0.0012392951987007564, 'neutral': 93.01925259943322}",neutral,"{'x': 78, 'y': 252, 'w': 477, 'h': 477}",24,"{'Woman': 0.001117260217142757, 'Man': 99.99887943267822}",Man,"{'asian': 0.23683848805507945, 'indian': 3.371323101003355, 'black': 0.19728977943448897, 'white': 36.71576003526211, 'middle eastern': 36.17951489564865, 'latino hispanic': 23.299273747162445}",white
0 (1).jpeg,"{'angry': 0.19369913497939706, 'disgust': 0.0005429932116385316, 'fear': 70.1541543006897, 'happy': 0.00221022819459904, 'sad': 29.1804701089859, 'surprise': 0.011784179514506832, 'neutral': 0.45714350417256355}",fear,"{'x': 194, 'y': 847, 'w': 2806, 'h': 2806}",26,"{'Woman': 6.155546382069588, 'Man': 93.84444952011108}",Man,"{'asian': 54.90107267505363, 'indian': 13.860467902449841, 'black': 10.796096074348455, 'white': 1.8173274736003562, 'middle eastern': 0.8586710830730845, 'latino hispanic': 17.76636199750674}",asian
1 (1).jpeg,"{'angry': 2.4708712083620554, 'disgust': 1.6455379707115938e-08, 'fear': 0.3134933254342273, 'happy': 0.271394096658772, 'sad': 0.024027599988287688, 'surprise': 0.19460973558483932, 'neutral': 96.72560672316591}",neutral,"{'x': 81, 'y': 271, 'w': 847, 'h': 847}",53,"{'Woman': 0.00909303707885556, 'Man': 99.99090433120728}",Man,"{'asian': 1.9649334251880646, 'indian': 2.4228809401392937, 'black': 0.14471387257799506, 'white': 64.42210078239441, 'middle eastern': 24.030856788158417, 'latino hispanic': 7.0145100355148315}",white
0 (13).png,"{'angry': 7.102932642055748e-06, 'disgust': 2.1094536046991881e-13, 'fear': 0.40019555017352104, 'happy': 0.12569320388138294, 'sad': 0.16522376099601388, 'surprise': 0.00041809657886915375, 'neutral': 99.30846691131592}",neutral,"{'x': 267, 'y': 251, 'w': 797, 'h': 797}",25,"{'Woman': 47.17516899108887, 'Man': 52.824825048446655}",Man,"{'asian': 11.20127804286945, 'indian': 10.372093938117859, 'black': 4.437231909467692, 'white': 22.523324043948893, 'middle eastern': 20.79508875579171, 'latino hispanic': 30.670984427391556}",latino hispanic
0 (33).jpeg,"{'angry': 0.28633547481149435, 'disgust': 4.441407686073262e-07, 'fear': 0.025325323804281652, 'happy': 1.1700047180056572, 'sad': 9.215258061885834, 'surprise': 4.248348091095977e-05, 'neutral': 89.30303454399109}",neutral,"{'x': 0, 'y': 0, 'w': 2930, 'h': 1648}",27,"{'Woman': 84.2240035533905, 'Man': 15.776000916957855}",Woman,"{'asian': 11.202920973300934, 'indian': 5.935751646757126, 'black': 0.14074660139158368, 'white': 2.030857466161251, 'middle eastern': 0.5157534964382648, 'latino hispanic': 80.17396926879883}",latino hispanic
1 (36).jpg,"{'angry': 0.35221660509705544, 'disgust': 4.772654840778934e-09, 'fear': 0.015577003068756312, 'happy': 0.0845698406919837, 'sad': 1.1154296807944775, 'surprise': 1.212079467904914e-05, 'neutral': 98.43219518661499}",neutral,"{'x': 228, 'y': 266, 'w': 556, 'h': 556}",24,"{'Woman': 0.0018846694729290903, 'Man': 99.9981164932251}",Man,"{'asian': 4.67972699460113, 'indian': 29.70855590207051, 'black': 33.54155523080292, 'white': 3.3817772128316417, 'middle eastern': 8.576027581218193, 'latino hispanic': 20.11236490158616}",black
0 (23).jpg,"{'angry': 0.3936760827854921, 'disgust': 0.018071240251007842, 'fear': 28.90336387773537, 'happy': 1.2143138588555966, 'sad': 47.08492738514706, 'surprise': 0.026354075932559427, 'neutral': 22.359299502330988}",sad,"{'x': 0, 'y': 0, 'w': 801, 'h': 1112}",25,"{'Woman': 99.77585077285767, 'Man': 0.22414170671254396}",Woman,"{'asian': 74.52442342334074, 'indian': 0.24021906382221744, 'black': 0.07488309367097541, 'white': 18.95596908998121, 'middle eastern': 1.0048216475333747, 'latino hispanic': 5.199691900574195}",asian
1 (39).jpg,"{'angry': 0.1059003164477269, 'disgust': 1.521995148331418e-06, 'fear': 0.03767576550832206, 'happy': 0.052025692621908474, 'sad': 0.9897934955604678, 'surprise': 0.000992752365962553, 'neutral': 98.81360544996197}",neutral,"{'x': 90, 'y': 118, 'w': 332, 'h': 332}",28,"{'Woman': 0.030586871434934437, 'Man': 99.96941089630127}",Man,"{'asian': 5.349066853523254, 'indian': 2.6598844677209854, 'black': 0.4169919528067112, 'white': 59.53633189201355, 'middle eastern': 14.289939403533936, 'latino hispanic': 17.747782170772552}",white
0 (26).png,"{'angry': 1.1818460188806057, 'disgust': 0.21890827920287848, 'fear': 1.9120560958981514, 'happy': 1.7489086836576462, 'sad': 59.38078165054321, 'surprise': 0.0691437628120184, 'neutral': 35.48835515975952}",sad,"{'x': 593, 'y': 167, 'w': 640, 'h': 640}",59,"{'Woman': 0.051309552509337664, 'Man': 99.94869232177734}",Man,"{'asian': 0.8198387966857906, 'indian': 11.065705694640362, 'black': 0.09693369493588148, 'white': 32.485024033191685, 'middle eastern': 34.35596935224168, 'latino hispanic': 21.17653294521963}",middle eastern
0 (21).jpg,"{'angry': 0.02514770903522778, 'disgust': 9.582173027481006e-17, 'fear': 20.402463722522704, 'happy': 79.54526299777783, 'sad': 0.02680348144457268, 'surprise': 0.00011434007318419578, 'neutral': 0.00021098922175477063}",happy,"{'x': 23, 'y': 169, 'w': 425, 'h': 425}",33,"{'Woman': 79.56343293190002, 'Man': 20.436570048332214}",Woman,"{'asian': 45.45641243457794, 'indian': 4.128466919064522, 'black': 0.3955699037760496, 'white': 11.27210259437561, 'middle eastern': 2.9877344146370888, 'latino hispanic': 35.759708285331726}",asian
1 (34).jpg,"{'angry': 0.42761145159602165, 'disgust': 3.3128297327600364e-08, 'fear': 0.38734511472284794, 'happy': 5.4604822707915446e-05, 'sad': 4.644286632537842, 'surprise': 6.773035465812427e-05, 'neutral': 94.54063773155212}",neutral,"{'x': 59, 'y': 130, 'w': 284, 'h': 284}",23,"{'Woman': 0.035626074532046914, 'Man': 99.96436834335327}",Man,"{'asian': 0.02865286369342357, 'indian': 0.1125134527683258, 'black': 0.0034013577533187345, 'white': 77.79092192649841, 'middle eastern': 12.513893842697144, 'latino hispanic': 9.550619125366211}",white
1 (10).jpg,"{'angry': 0.7084209471940994, 'disgust': 0.00011575084499781951, 'fear': 18.290787935256958, 'happy': 0.3018937073647976, 'sad': 1.9276831299066544, 'surprise': 0.02128149790223688, 'neutral': 78.74981760978699}",neutral,"{'x': 122, 'y': 171, 'w': 708, 'h': 708}",23,"{'Woman': 8.232759682869073e-05, 'Man': 99.99991655349731}",Man,"{'asian': 2.2993448516807476e-06, 'indian': 0.000172516603293887, 'black': 1.943753052240868e-07, 'white': 97.95255052760544, 'middle eastern': 1.8701945614930726, 'latino hispanic': 0.1770813938539561}",white
0 (28).jpeg,"{'angry': 0.008642869518406036, 'disgust': 2.4123168146600823e-09, 'fear': 92.0513262809904, 'happy': 0.004087908869960658, 'sad': 0.14610284119952813, 'surprise': 3.7033163700480904, 'neutral': 4.086523617687656}",fear,"{'x': 129, 'y': 89, 'w': 1608, 'h': 1608}",32,"{'Woman': 69.53871846199036, 'Man': 30.461278557777405}",Woman,"{'asian': 6.207657975414871, 'indian': 40.496220618261134, 'black': 6.08075856153718, 'white': 11.069824461330441, 'middle eastern': 6.18551112327046, 'latino hispanic': 29.96003210306359}",indian
1 (21).jpg,"{'angry': 0.0008711904229130596, 'disgust': 9.097893993725847e-07, 'fear': 99.54096674919128, 'happy': 0.009885773033602163, 'sad': 0.13064786326140165, 'surprise': 0.2556763356551528, 'neutral': 0.06195581518113613}",fear,"{'x': 81, 'y': 124, 'w': 610, 'h': 610}",63,"{'Woman': 0.22042831405997276, 'Man': 99.77957010269165}",Man,"{'asian': 0.07888313266448677, 'indian': 6.957469135522842, 'black': 0.02994721580762416, 'white': 3.9779525250196457, 'middle eastern': 81.71302676200867, 'latino hispanic': 7.242722064256668}",middle eastern
1 (35).png,"{'angry': 0.012996364966966212, 'disgust': 8.389749832360405e-10, 'fear': 0.0015467048797290772, 'happy': 0.06719486555084586, 'sad': 0.7633698172867298, 'surprise': 0.00019013394876310485, 'neutral': 99.15470480918884}",neutral,"{'x': 82, 'y': 62, 'w': 383, 'h': 383}",27,"{'Woman': 0.000506944525113795, 'Man': 99.99948740005493}",Man,"{'asian': 8.11432173816036e-07, 'indian': 7.0044920442731215e-06, 'black': 2.091100042600666e-08, 'white': 99.8134076372871, 'middle eastern': 0.14027989744751423, 'latino hispanic': 0.0463094763016449}",white
0 (15).png,"{'angry': 0.015619402577370843, 'disgust': 2.1082245203310118e-13, 'fear': 8.862856946520982e-07, 'happy': 88.16223881694808, 'sad': 0.008326130508682965, 'surprise': 1.1499930302699008e-05, 'neutral': 11.813795648360772}",happy,"{'x': 688, 'y': 45, 'w': 749, 'h': 749}",26,"{'Woman': 3.704833984375, 'Man': 96.295166015625}",Man,"{'asian': 0.04526289994828403, 'indian': 0.01527845161035657, 'black': 0.00019620445073087467, 'white': 97.01541066169739, 'middle eastern': 1.901647262275219, 'latino hispanic': 1.0222047567367554}",white
1 (8).jpg,"{'angry': 1.3932732865214348, 'disgust': 0.0012991236872039735, 'fear': 1.3533927500247955, 'happy': 1.7044834792613983, 'sad': 1.4652790501713753, 'surprise': 0.001687264011707157, 'neutral': 94.08058524131775}",neutral,"{'x': 219, 'y': 228, 'w': 483, 'h': 483}",22,"{'Woman': 0.009066567872650921, 'Man': 99.99092817306519}",Man,"{'asian': 0.4142448552992854, 'indian': 3.80605779922353, 'black': 0.11431375268481687, 'white': 46.70519809157837, 'middle eastern': 28.90191250454858, 'latino hispanic': 20.058275464670388}",white
0 (23).png,"{'angry': 0.0013601955485832596, 'disgust': 4.426538597524881e-13, 'fear': 0.0020047001610145714, 'happy': 99.99661445658035, 'sad': 3.3680716419804537e-06, 'surprise': 2.512365660219719e-06, 'neutral': 1.7877949432387515e-05}",happy,"{'x': 461, 'y': 233, 'w': 452, 'h': 452}",33,"{'Woman': 48.64022135734558, 'Man': 51.35977864265442}",Man,"{'asian': 50.99214303587162, 'indian': 4.341041524286088, 'black': 1.0988896334004838, 'white': 19.331524451789324, 'middle eastern': 5.491480694236673, 'latino hispanic': 18.744917959580665}",asian
1 (5).jpg,"{'angry': 13.680321118869914, 'disgust': 0.0004634469503297793, 'fear': 31.653974253412994, 'happy': 0.13200228977603196, 'sad': 22.106520486655292, 'surprise': 1.3304191364847584, 'neutral': 31.096304189718268}",fear,"{'x': 97, 'y': 236, 'w': 530, 'h': 530}",23,"{'Woman': 0.00031029119327286026, 'Man': 99.99969005584717}",Man,"{'asian': 3.698246032639414e-05, 'indian': 0.0011462544077932236, 'black': 4.9519013381945005e-05, 'white': 96.3162724594745, 'middle eastern': 2.4502188771702196, 'latino hispanic': 1.232272705313837}",white
0 (10).png,"{'angry': 2.8175369948257867e-05, 'disgust': 3.0057887266882457e-15, 'fear': 0.06527795339934528, 'happy': 1.374450886437728e-07, 'sad': 0.0321970961522311, 'surprise': 2.042228999243889e-05, 'neutral': 99.9024748802185}",neutral,"{'x': 228, 'y': 72, 'w': 553, 'h': 553}",29,"{'Woman': 100.0, 'Man': 1.1605416627702425e-07}",Woman,"{'asian': 1.4890550836177808e-05, 'indian': 5.096843429125084e-06, 'black': 5.534528165909956e-08, 'white': 99.86976980386792, 'middle eastern': 0.02608581135933467, 'latino hispanic': 0.10412783051299039}",white
0 (24).png,"{'angry': 5.278857052326202, 'disgust': 8.805181925383362e-13, 'fear': 90.15533924102783, 'happy': 0.8823233656585217, 'sad': 2.545742690563202, 'surprise': 0.0007304960035980912, 'neutral': 1.1370045132935047}",fear,"{'x': 65, 'y': 45, 'w': 217, 'h': 217}",36,"{'Woman': 13.155461847782135, 'Man': 86.8445336818695}",Man,"{'asian': 18.07365119457245, 'indian': 3.389761969447136, 'black': 0.4330138210207224, 'white': 29.642051458358765, 'middle eastern': 26.428988575935364, 'latino hispanic': 22.032533586025238}",white
0 (18).jpg,"{'angry': 0.21352088078856468, 'disgust': 0.0025100624043261632, 'fear': 0.0862492190208286, 'happy': 98.80472421646118, 'sad': 0.19549245480448008, 'surprise': 0.4150800872594118, 'neutral': 0.2824290422722697}",happy,"{'x': 87, 'y': 162, 'w': 276, 'h': 276}",39,"{'Woman': 0.024906863109208643, 'Man': 99.97509121894836}",Man,"{'asian': 0.8698670193552971, 'indian': 2.1524323150515556, 'black': 0.5893624853342772, 'white': 66.23660922050476, 'middle eastern': 18.286526203155518, 'latino hispanic': 11.86520978808403}",white
1 (33).jpg,"{'angry': 0.25150610599666834, 'disgust': 5.99000233095226e-11, 'fear': 0.5311246961355209, 'happy': 0.0008808812708593905, 'sad': 28.099343180656433, 'surprise': 0.0022616721253143623, 'neutral': 71.11488580703735}",neutral,"{'x': 55, 'y': 163, 'w': 547, 'h': 547}",24,"{'Woman': 0.03443382156547159, 'Man': 99.96556043624878}",Man,"{'asian': 2.793133445084095, 'indian': 3.476574644446373, 'black': 0.9057258255779743, 'white': 39.8351788520813, 'middle eastern': 24.06686693429947, 'latino hispanic': 28.92252504825592}",white
0 (29).png,"{'angry': 0.018742727556828122, 'disgust': 1.8802098798220677e-07, 'fear': 87.40542901851458, 'happy': 0.31292609412391675, 'sad': 0.10948630144947197, 'surprise': 1.2173309305007929, 'neutral': 10.936084855094824}",fear,"{'x': 572, 'y': 162, 'w': 828, 'h': 828}",33,"{'Woman': 37.40473985671997, 'Man': 62.59526610374451}",Man,"{'asian': 0.9561733342707157, 'indian': 6.915576756000519, 'black': 0.8689028210937977, 'white': 29.017555713653564, 'middle eastern': 37.07529008388519, 'latino hispanic': 25.166499614715576}",middle eastern
